Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display
Enhancing Oncology Model,Illinois Cancer Specialists,,"880 W. Central Road, Suite 8200, Arlington Heights, IL (42.066744, -87.995515)","880 W. Central Road, Suite 8200",Arlington Heights,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1478,
Enhancing Oncology Model,Illinois Cancer Specialists,,"360 Station Dr, Suite 201, Crystal Lake, IL (42.357997, -88.164088)","360 Station Dr, Suite 201",Crystal Lake,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1479,
Enhancing Oncology Model,Illinois Cancer Specialists,,"1710 N. Randall Rd, Suite 300, Elgin, IL (42.076007, -88.336582)","1710 N. Randall Rd, Suite 300",Elgin,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1480,
Enhancing Oncology Model,Illinois Cancer Specialists,,"7447 W. Talcott Ave, Suite 1, Chicago, IL (41.988318, -87.814727)","7447 W. Talcott Ave, Suite 1",Chicago,IL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1481,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"1700 South Potomac St., Aurora, CO (39.685719, -104.83033)",1700 South Potomac St.,Aurora,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1482,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"4715 Arapahoe Avenue, Boulder, CO (40.015113, -105.236922)",4715 Arapahoe Avenue,Boulder,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1483,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"2312 N. Nevada Ave, Suite 400, Colorado Springs, CO (38.865945, -104.820051)","2312 N. Nevada Ave, Suite 400",Colorado Springs,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1484,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"14000 East Arapahoe Road, Suite 160, Centennial, CO (39.593887, -104.82564)","14000 East Arapahoe Road, Suite 160",Centennial,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1485,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"701 East Hampden Avenue, Suite 300, Englewood, CO (39.653365, -104.979354)","701 East Hampden Avenue, Suite 300",Englewood,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1486,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"11750 W 2nd Place, Ste 160, Lakewood, CO (39.716264, -105.129536)","11750 W 2nd Place, Ste 160",Lakewood,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1487,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"1800 Williams Street, Suite 200, Denver, CO (39.744658, -104.965976)","1800 Williams Street, Suite 200",Denver,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1488,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"8820 Huron Street, Thornton, CO (39.85698, -104.995882)",8820 Huron Street,Thornton,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1489,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"22 West Dry Creek Circle, Littleton, CO (39.581152, -104.992097)",22 West Dry Creek Circle,Littleton,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1490,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"4700 East Hale Parkway, Suite 400, Denver, CO (39.732558, -104.932006)","4700 East Hale Parkway, Suite 400",Denver,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1491,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"1760 E Ken Pratt Blvd, Suite 302, Longmont, CO (40.161925, -105.058271)","1760 E Ken Pratt Blvd, Suite 302",Longmont,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1492,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"10107 RidgeGate Parkway, Suite 200, Lone Tree, CO (39.530643, -104.870762)","10107 RidgeGate Parkway, Suite 200",Lone Tree,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1493,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"525 West 15th Street Suite 200, Pueblo, CO (38.281470, -104.614180)",525 West 15th Street Suite 200,Pueblo,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1494,
Enhancing Oncology Model,Rocky Mountain Cancer Centers,,"6031 E. Woodmen Rd., Ste 200, Colorado Springs, CO (38.937669, -104.714382)","6031 E. Woodmen Rd., Ste 200",Colorado Springs,CO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1495,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"4488 Carothers Pkwy Suite 300, Franklin, TN (35.917581, -86.815067)",4488 Carothers Pkwy Suite 300,Franklin,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1496,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2051 Hamill Rd, Hixson, TN (35.124471, -85.238114)",2051 Hamill Rd,Hixson,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1497,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"3443 Dickerson Rd Suite 760, Nashville, TN (36.240762, -86.757516)",3443 Dickerson Rd Suite 760,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1498,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"103 Natchez Park Dr Suite 103, Dickson, TN (36.010131, -87.328834)",103 Natchez Park Dr Suite 103,Dickson,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1499,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"353 New Shackle Island Road Suite 204A, Hendersonville, TN (36.324968, -86.62162)",353 New Shackle Island Road Suite 204A,Hendersonville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1500,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"518 Main St, Smithville, TN (35.959861, -85.804257)",518 Main St,Smithville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1501,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"504 22nd Ave E, Springfield, TN (36.491117, -86.881205)",504 22nd Ave E,Springfield,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1502,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"5653 Frist Blvd Suite 434, Hermitage, TN (36.176899, -86.608473)",5653 Frist Blvd Suite 434,Hermitage,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1503,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"103 Physicians Way, Lebanon, TN (36.179817, -86.327166)",103 Physicians Way,Lebanon,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1504,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2004 Hayes St. Suite 360, Nashville, TN (36.152239, -86.801255)",2004 Hayes St. Suite 360,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1505,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"335 24th Ave N Suite 200, Nashville, TN (36.153605, -86.810745)",335 24th Ave N Suite 200,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1506,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2121 N Locust St, Lawrenceburg, TN (35.27175, -87.320515)",2121 N Locust St,Lawrenceburg,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1507,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1589 Sparta St Suite 203, McMinnville, TN (35.700198, -85.74249)",1589 Sparta St Suite 203,McMinnville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1508,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"250 25th Ave N Suite 412, Nashville, TN (36.152911, -86.811878)",250 25th Ave N Suite 412,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1509,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1840 Medical Center Pkwy Suite 300, Murfreesboro, TN (35.860762, -86.426387)",1840 Medical Center Pkwy Suite 300,Murfreesboro,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1510,
Enhancing Oncology Model,"Vidant Medical Group, LLC",,"105 Hospital Drive, Tarboro, NC (35.919766, -77.558171)",105 Hospital Drive,Tarboro,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1511,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"2004 Hayes St Suite 350, Nashville, TN (36.152239, -86.801255)",2004 Hayes St Suite 350,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1512,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"250 25th Ave N Suite 100, Nashville, TN (36.154094, -86.809406)",250 25th Ave N Suite 100,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1513,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"4645 Battlefield Pkwy, Ringgold, GA (34.933915, -85.187034)",4645 Battlefield Pkwy,Ringgold,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1514,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"120 Frank Martin Rd, Shelbyville, TN (35.567178, -86.451655)",120 Frank Martin Rd,Shelbyville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1515,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"300 Stonecrest Blvd Suite 400, Smyrna, TN (35.974389, -86.566165)",300 Stonecrest Blvd Suite 400,Smyrna,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1516,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1750 Cedar Ln Suite 200, Tullahoma, TN (35.382386, -86.23381)",1750 Cedar Ln Suite 200,Tullahoma,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1517,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"4220 Harding Rd Suite 200, Nashville, TN (36.129352, -86.844694)",4220 Harding Rd Suite 200,Nashville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1518,
Enhancing Oncology Model,Trinity Health IHA Medical Group Hematology Oncology,,"7575 Grand River Avenue, Brighton, MI (42.564901, -83.799556)",7575 Grand River Avenue,Brighton,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1519,
Enhancing Oncology Model,Trinity Health IHA Medical Group Hematology Oncology,,"1600 S. Canton Center Rd., Canton, MI (42.29782, -83.486729)",1600 S. Canton Center Rd.,Canton,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1520,
Enhancing Oncology Model,Trinity Health IHA Medical Group Hematology Oncology,,"775 S. Main St., Chelsea, MI (42.310439, -84.016569)",775 S. Main St.,Chelsea,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1521,
Enhancing Oncology Model,Trinity Health IHA Medical Group Hematology Oncology,,"5303 Elliot Drive, Suite 210, Ypsilanti, MI (42.2646392, -83.6577826)","5303 Elliot Drive, Suite 210",Ypsilanti,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1522,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"200 Fleetwood Dr., Ste 200, Easley, SC (34.84066, -82.60679)","200 Fleetwood Dr., Ste 200",Easley,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1523,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"900 W. Faris Rd, Greenville, SC (34.817709, -82.411051)",900 W. Faris Rd,Greenville,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1524,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"65 International Dr., Greenville, SC (34.847412, -82.319789)",65 International Dr.,Greenville,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1525,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"340 Medical Pkwy, Greer, SC (34.919033, -82.243518)",340 Medical Pkwy,Greer,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1526,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"131 Lila Doyle Dr., Seneca, SC (34.693633, -82.985287)",131 Lila Doyle Dr.,Seneca,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1527,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"130 N. Washington St., Sumter, SC (33.923542, -80.344579)",130 N. Washington St.,Sumter,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1528,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"3 Butternut Dr., Ste B, Greenville, SC (34.814362, -82.420141)","3 Butternut Dr., Ste B",Greenville,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1529,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"340 Medical Parkway, Ste 200, Greer, SC (34.919033, -82.243518)","340 Medical Parkway, Ste 200",Greer,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1530,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"22725 Hwy 76 E., 3rd Flr, Clinton, SC (34.481542, -81.940423)","22725 Hwy 76 E., 3rd Flr",Clinton,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1531,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"890 W. Faris Rd., Ste 320, Greenville, SC (34.817546, -82.410508)","890 W. Faris Rd., Ste 320",Greenville,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1532,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"2400 Boiling Springs Rd., Spartanburg, SC (35.027285, -81.965004)",2400 Boiling Springs Rd.,Spartanburg,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1533,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"48 Centennial Way, Ste A, Greenville, SC (34.811368, -82.415389)","48 Centennial Way, Ste A",Greenville,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1534,
Enhancing Oncology Model,Prisma Health dba Prisma Health University Medical Group,,"135 Professional Park Dr., Seneca, SC (34.694717, -82.96998)",135 Professional Park Dr.,Seneca,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1535,
Enhancing Oncology Model,"Starling Physicians, PLLC",,"1260 Silas Deane Highway, Wethersfield, CT (41.687287, -72.654376)",1260 Silas Deane Highway,Wethersfield,CT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1536,
Enhancing Oncology Model,"Starling Physicians, PLLC",,"300 Kensington Ave, New Britain, CT (41.647799, -72.786677)",300 Kensington Ave,New Britain,CT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1537,
Enhancing Oncology Model,"Starling Physicians, PLLC",,"160 Hazard Avenue, Enfield, CT (41.98733, -72.55711)",160 Hazard Avenue,Enfield,CT,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1538,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"11480 Brookshire Ave., Suite 309, Downey, CA (33.936075, -118.131082)","11480 Brookshire Ave., Suite 309",Downey,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1539,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1411 S. Garfield Ave., Suite 306, Alhambra, CA (34.077868, -118.123399)","1411 S. Garfield Ave., Suite 306",Alhambra,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1540,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"2601 W. Alameda Ave., Suite 300, Burbank, CA (34.158373, -118.329691)","2601 W. Alameda Ave., Suite 300",Burbank,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1541,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"450 4th Ave. , Suite 311, Chula Vista, CA (32.63496, -117.0827)","450 4th Ave. , Suite 311",Chula Vista,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1542,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1127 Wilshire Blvd., Suite 900, Los Angeles, CA (34.052875, -118.264159)","1127 Wilshire Blvd., Suite 900",Los Angeles,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1543,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"900 S. Main St., Suite 204, Corona, CA (33.871952, -117.567198)","900 S. Main St., Suite 204",Corona,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1544,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"9808 Venice Blvd., Suite 603, Culver City, CA (34.023497, -118.398028)","9808 Venice Blvd., Suite 603",Culver City,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1545,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1513 S. Grand Ave., Suite 360, Los Angeles, CA (34.03622, -118.26632)","1513 S. Grand Ave., Suite 360",Los Angeles,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1546,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1701 E. Cesar Chavez Ave., Suite 535, Los Angeles, CA (34.040791, -118.15327)","1701 E. Cesar Chavez Ave., Suite 535",Los Angeles,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1547,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"11100 Warner Ave., Suite 214, Fountain Valley, CA (33.715754, -117.936524)","11100 Warner Ave., Suite 214",Fountain Valley,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1548,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1510 S. Central Ave., Suite 240, Glendale, CA (34.127495, -118.257645)","1510 S. Central Ave., Suite 240",Glendale,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1549,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"3965 5th Ave., Suite 230, San Diego, CA (32.749212, -117.160198)","3965 5th Ave., Suite 230",San Diego,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1550,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"16404 Colima Rd., Hacienda Heights, CA (33.985872, -117.953601)",16404 Colima Rd.,Hacienda Heights,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1551,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"1001 S. State St., Suite A, Hemet, CA (33.731527, -116.972162)","1001 S. State St., Suite A",Hemet,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1552,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"3300 E. South St., Suite 304, Long Beach, CA (33.859575, -118.153886)","3300 E. South St., Suite 304",Long Beach,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1553,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"3851 Katella Ave., Suite 355, Los Alamitos, CA (33.80366, -118.064723)","3851 Katella Ave., Suite 355",Los Alamitos,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1554,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"3628 E. Imperial Hwy., Suite 401, Lynwood, CA (33.930472, -118.204323)","3628 E. Imperial Hwy., Suite 401",Lynwood,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1555,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"207 S. Santa Anita St., Suite P-05, San Gabriel, CA (34.100434, -118.106847)","207 S. Santa Anita St., Suite P-05",San Gabriel,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1556,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"11550 Indian Hills Rd., Suite 360, Mission Hills, CA (34.279981, -118.45875)","11550 Indian Hills Rd., Suite 360",Mission Hills,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1557,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"25405 Hancock Ave., Suite 203, Murrieta, CA (33.557939, -117.185445)","25405 Hancock Ave., Suite 203",Murrieta,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1558,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"18433 Roscoe Blvd., Suite 106, Northridge, CA (34.220915, -118.534701)","18433 Roscoe Blvd., Suite 106",Northridge,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1559,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"26732 Crown Valley Pkwy., Suite 271, Mission Viejo, CA (33.562721, -117.665236)","26732 Crown Valley Pkwy., Suite 271",Mission Viejo,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1560,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"101 E. Beverly Blvd., Suite 200, Montebello, CA (34.014827, -118.098443)","101 E. Beverly Blvd., Suite 200",Montebello,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1561,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"120 W. Hellman Ave., Suite 202, Monterey Park, CA (34.069647, -118.124175)","120 W. Hellman Ave., Suite 202",Monterey Park,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1562,
Enhancing Oncology Model,The Oncology Institute CA a Professional Corporation,,"50 Bellefontaine St., Suite 401, Pasadena, CA (34.131317, -118.151675)","50 Bellefontaine St., Suite 401",Pasadena,CA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1563,
Enhancing Oncology Model,Trinity Health IHA Medical Group Hematology Oncology,,"14555 Levan Rd., Suite 112, Livonia, MI (42.390244, -83.402784)","14555 Levan Rd., Suite 112",Livonia,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1564,
Enhancing Oncology Model,University Medical Associates of the Medical University of South Carolina,,"86 Jonathan Lucas St, Charleston, SC (32.78313, -79.947577)",86 Jonathan Lucas St,Charleston,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1565,
Enhancing Oncology Model,MUSC Community Physicians,,"805 Pamplico Hwy, Ste 315, Medical Mall A, Florence, SC (34.160092, -79.752058)","805 Pamplico Hwy, Ste 315, Medical Mall A",Florence,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1566,
Enhancing Oncology Model,MUSC Community Physicians,,"1161 Cook Road, Orangeburg, SC (33.539575, -80.828038)",1161 Cook Road,Orangeburg,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1567,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"1504 N Thornton Ave Suite 102, Dalton, GA (34.793684, -84.982275)",1504 N Thornton Ave Suite 102,Dalton,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1568,
Enhancing Oncology Model,MUSC Community Physicians,,"1315 Roberts Street, Camden, SC (34.252355, -80.589497)",1315 Roberts Street,Camden,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1569,
Enhancing Oncology Model,Tennessee Oncology PLLC,,"315 N Washington Ave Suite 230, Cookeville, TN (36.166246, -85.497246)",315 N Washington Ave Suite 230,Cookeville,TN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1570,
Enhancing Oncology Model,"Minnesota Oncology Hematology, P. A.",,"2651 Hillcrest Drive, Suite 105, Hudson, WI (44.969285, -92.719026)","2651 Hillcrest Drive, Suite 105",Hudson,WI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1571,
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"15100 220th Ave, Big Rapids, MI (43.687979, -85.525876)",15100 220th Ave,Big Rapids,MI,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1572,
Enhancing Oncology Model,"Minnesota Oncology Hematology, P. A.",,"10150 Niagara Lane N, Suite 100, Maple Grove, MN (45.125343, -93.471852)","10150 Niagara Lane N, Suite 100",Maple Grove,MN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1573,
